0,-86.72,-21.24,89.19,-11593.1951,-1976.9801,-5991.7355
1,-115.78,-15.93,83.63,-11393.3738,-4587.2513,3751.4615
2,-102.12,15.01,96.69,-1143.3567,-2078.0891,8937.4903
0,-109.1,1.11,77.92,-12304.1149,-2808.0201,10778.9694
1,-114.89,-7.57,91.75,-2538.0763,-3745.987,-4938.5655
2,-102.56,-36.33,70.88,-3092.0733,-4513.442,831.3894
0,-110.35,25.66,99.16,-8569.2475,-2494.6018,-6596.3289
1,-107.8,36.72,94.84,-7708.6343,-1441.3902,724.5686
2,-104.99,-10.87,78.92,-2139.6437,-1963.3372,6564.4166
0,-104.3,35.99,84.89,-1615.961,-2368.3468,-5940.7273
1,-115.24,-36.8,72.99,-12851.228,-5827.1319,353.2354
2,-105.66,34.4,87.42,-8723.0199,-1615.5254,9706.3222
0,-115.41,-10.14,65.18,-4329.1126,-6099.425,1449.0677
1,-109.7,35.21,76.43,-7217.0917,-4993.1488,1354.3309
2,-113.87,13.94,81.75,-10235.7102,-5453.0764,-4432.6249
0,-118.41,42.26,92.62,-9734.7392,-4917.2227,-4792.8757
1,-94.43,25.8,71.79,-5814.3919,-3364.1915,1926.3759
2,-106.73,6.76,74.77,-4156.3085,-3692.1039,582.8178
0,-97.38,6.36,75.44,-11441.6581,-6300.7303,12631.1902
1,-116.59,-13.68,61.86,-9455.1888,-3828.0838,4932.5551
2,-92.28,13.39,73.02,-2781.2311,-6639.6545,5824.6127
0,-83.95,-10.16,61.57,-3177.0521,-5343.2959,-216.5607
1,-89.44,30.48,99.86,-5554.0525,-5273.927,3165.437
2,-98.52,-3.24,64.26,-12151.0903,-2130.4889,-6333.4011
0,-100.43,38.33,61.25,-11419.7718,-2497.0951,7339.1563
1,-82.66,45.44,96.6,-6296.0527,-3040.8294,3112.2967
2,-115.82,-2.98,96.66,-798.2093,-4346.796,9270.4832
0,-119.28,-2.37,90.5,-4854.9838,-4195.9869,8943.2342
1,-98.43,33.67,65.72,-3959.2122,-1553.41,-3920.2651
2,-85.75,13.23,60.59,-1525.7769,-6405.1416,2784.7809
0,-101.73,11.16,70.02,-2354.1545,-2273.7847,11974.6807
1,-105.84,6.19,63.04,-7551.546,-2057.2626,8116.9254
2,-85.5,-1.84,99,-11633.6367,-4358.8488,9415.216
0,-103.08,-36.44,83.08,-1480.7822,-4200.5905,5075.2335
1,-85.18,-9.16,83.09,-2518.541,-6068.5239,358.5499
2,-88.18,32.94,85.5,-932.7591,-4954.7597,6335.1232
0,-99,39.84,90.74,-3693.5354,-1058.998,3622.3865
1,-104.07,-29.98,65,-4728.4884,-2441.7733,-6981.3602
2,-90.54,33.9,87.23,-4216.1814,-1332.1219,-3621.6935
0,-99.95,44.2,90.91,-11822.7496,-6364.4522,1348.7211
1,-83.44,35.49,97.77,-4297.395,-3457.4027,11506.8651
2,-96.44,16.05,85.44,-10279.0157,-5713.4151,11986.399
0,-87.63,-11.22,98.16,-1959.3307,-4228.2627,7248.6978
1,-108.43,-36.21,94.7,-3165.8841,-6643.1094,12052.7825
2,-98.56,21.12,95,-400.033,-2657.1571,2452.2743
0,-80.82,35.69,82.52,-5767.4225,-1960.5701,9203.753
1,-103.03,-3.32,75.92,-100.8869,-6645.8515,-3271.9707
2,-89.85,-13.26,89.31,-5908.6057,-1334.363,4239.1089
0,-103.24,7.08,80.49,-7834.216,-6528.2358,1571.0455
1,-115.58,10.48,71.78,-8166.3503,-1345.0147,595.0046
2,-113.94,-8.08,98.83,-2348.691,-6548.3255,6447.0522
0,-92.67,3.48,95.55,-912.7244,-4633.924,-25.8324
1,-103.13,-2.01,85.23,-8420.0365,-5724.043,-4582.6229
2,-82.86,40.45,90.38,-12931.3905,-2536.7382,9777.7429
0,-113.14,-15.81,84.46,-7595.0967,-2046.5753,1280.2339
1,-94.46,16,61.63,-12342.2108,-6188.0163,-3812.8486
2,-97.84,8.57,74.34,-12667.5448,-6291.8827,-6632.0127
0,-116.17,17.57,95.63,-8478.0944,-3537.9794,-6336.7723
1,-102.7,-38.43,80.94,-3205.6466,-5215.4519,-6997.7481
2,-116.77,23.17,79.57,-8774.8667,-1184.6278,11166.5451
0,-93.5,46.38,95.87,-5234.5437,-2837.6005,12172.6798
1,-118.59,46.01,63.31,-9334.9218,-3403.275,9319.2059
2,-92.51,-34.76,90.54,-5659.1271,-1543.0381,-5557.19
0,-87.9,-20.52,75.24,-1731.6742,-6293.3339,6980.3818
1,-93.21,10.87,91.24,-8579.733,-4904.5929,10405.8553
2,-86.81,-8.37,76.24,-6544.9121,-3339.0603,2594.1533
0,-102.43,35.11,84.39,-11432.1175,-4533.2547,-4693.7142
1,-86.04,-31.76,98.98,-3321.296,-6290.5251,-775.1344
2,-99.08,16.87,97.46,-2031.4769,-5527.0212,7422.0337
0,-113.12,-18.22,78.21,-1651.9952,-4468.4794,-851.0324
1,-88.41,-34.88,65.66,-161.1123,-6633.9092,11798.8449
2,-86.78,27.74,88.48,-12021.0082,-5505.8376,3038.8447
0,-83.27,-11.15,90.33,-4784.9857,-4008.7159,-2037.8849
1,-91.51,-14.3,91.79,-12011.1455,-6216.7013,8136.8327
2,-98.24,-19.11,60.59,-5507.1987,-1282.2862,-1035.4844
0,-83.88,15.81,69.28,-3261.3531,-6212.5626,-1489.0525
1,-116.34,-28.69,81.96,-8976.5237,-2504.9033,-1576.4858
2,-101.06,-13.45,65.7,-8758.2,-1004.7738,-2987.4305
0,-91.08,30.38,64.46,-9680.5205,-4683.4001,8239.1263
1,-118.44,41.4,81.33,-4627.5378,-1675.1083,-6158.1886
2,-98.64,8.11,90.98,-1626.5767,-6659.7658,5825.9241
0,-88.51,30.76,99.18,-135.9186,-1456.6954,-2438.7446
1,-88.96,8.58,63.64,-8304.3496,-1380.7996,4379.6953
2,-115.64,-22.65,76.68,-5305.3609,-6638.1791,2641.1799
0,-97.31,-35.08,94.04,-8336.3392,-6632.1686,7781.9993
1,-93.84,-37.26,66.25,-8007.5539,-3006.8499,-1694.7252
2,-85.29,-26.29,99.14,-12144.3065,-1458.0265,7272.3234
0,-117.99,-35.47,84.62,-9489.6363,-1298.8375,6517.6303
1,-98.38,19.69,84.59,-3382.0571,-5823.2645,-4337.8665
2,-80.5,-39.5,71.17,-6846.5885,-1477.2719,-1394.4363
0,-116.8,36.16,80.2,-7214.3637,-2435.8228,-1557.3508
1,-88.02,-5.73,81.97,-3940.2203,-4737.2762,2125.7778
2,-87.2,23.52,72.91,-8745.6605,-1512.0761,-4113.3074
0,-89.33,25.1,71.56,-222.484,-3558.5701,694.6904
1,-114.25,-31.06,68.06,-9088.4298,-1173.6971,4690.3403
2,-88.21,31.74,75.03,-711.4468,-4065.3722,8514.1034
0,-105.86,15.62,71.84,-12439.6444,-4801.8928,2855.6116
1,-111.6,22.84,82.97,-12121.4723,-3417.7813,9114.1045
2,-91.74,-7.13,93.87,-2666.3158,-5964.3577,3856.2979
0,-94.2,33.81,80.81,-8712.5658,-5113.196,9061.0863
1,-82.64,26.39,92.14,-9774.9717,-2861.9355,-6997.2258
2,-95.47,-8.44,98.94,-5567.886,-2753.5078,699.5307
0,-111.77,-22.06,99.17,-2200.8327,-5993.1295,-951.5316
1,-105.9,7.86,74.29,-1841.2325,-5600.6289,-3346.1977
2,-100.5,38.21,62.77,-1027.7312,-2250.3409,2241.2719
0,-106.51,-35.64,71.32,-1290.7552,-3958.8073,11809.701
1,-110.7,28.48,77.47,-7041.6277,-5373.4048,654.4408
2,-82,27.78,69.94,-4158.3451,-4291.2315,-4066.2238
0,-82.7,42.6,78.16,-4478.1394,-6615.6064,-6366.8063
1,-104.45,25.62,67.94,-8225.4934,-3008.0037,6574.2625
2,-118.62,-25.4,87.98,-6232.0546,-3097.2824,-551.3509
0,-87.83,-4.18,99.84,-7551.2361,-2224.4909,12374.4548
1,-115.6,10.08,89.04,-8372.0388,-4376.43,923.015
2,-92.41,0.98,95.24,-2943.5283,-5843.3245,4528.3881
0,-117.26,2.18,94.11,-4621.6423,-5572.0476,-1825.9429
1,-110.37,26.34,66.05,-8668.6501,-1018.1156,2075.1216
2,-88.2,-14.79,95.49,-1998.6121,-3812.609,-4148.4745
0,-93.46,-20.44,94.63,-576.3286,-6202.7911,-5260.367
1,-119.6,-1.75,90.04,-6033.1154,-1443.845,6438.6272
2,-115.07,31.45,62.5,-1674.4685,-3296.5705,2447.878
0,-117.72,-30.69,91.55,-674.5297,-4458.9206,1484.6258
1,-99,49.01,85.35,-9729.4304,-4031.2292,10470.5527
2,-114.69,-15.02,68.68,-9512.8645,-5806.0887,8653.7238
0,-82.1,-38.5,71.39,-938.4774,-4720.8606,-354.7428
1,-83.86,-3.79,86.05,-5939.385,-2838.6743,11498.0006
2,-90.39,37.87,91.02,-12964.8227,-2751.5395,914.7335
0,-100.04,7.87,81.34,-11168.5847,-5450.5188,10217.2612
1,-102.97,1.74,96.99,-2536.8087,-2711.5423,3117.1208
2,-93.12,30.67,63.36,-733.7088,-4505.8265,3028.8917
0,-99.63,-28.16,83.95,-8125.9517,-5994.3317,12956.3783
1,-116.22,31.92,72.99,-5260.6232,-2386.4517,9749.4048
2,-80.4,-32.36,85.1,-2447.1881,-3493.6535,10061.2109
0,-85.1,-26.8,99.2,-3075.447,-1569.0523,572.7302
1,-98.19,0.15,66.35,-1657.2194,-1822.2706,3618.4638
2,-103.2,19.53,85.05,-9197.6466,-3051.1661,12201.9012
0,-81.36,-34.07,67.88,-8183.6686,-3656.8236,1170.9117
1,-114.12,12.37,62.59,-5800.4126,-2397.9994,5257.2704
2,-98.21,-18.98,93.89,-5294.2484,-6003.8334,8822.7569
0,-105.61,-39.1,85.33,-7201.7516,-1754.8915,6703.1913
1,-101.05,-6.67,60.73,-4551.612,-4971.0445,7597.7981
